V_LA,V_LV,V_RA,V_RV,P_LV,P_RV,P_LA,P_RA,Q_MV,Q_AV,Q_TV,Q_PV,P_Ar_Sys,P_Ven_Sys,P_Ar_Pul,P_Ven_Pul,Q_Ar_Sys,Q_Ven_Sys,Q_Ar_Pul,Q_Ven_Pul
104.07942288731192,151.14353878835266,69.73641102577398,136.42385311157156,21.828707757670532,5.621192655578579,23.339933453890243,7.86788172413443,199.33100207998947,-0.0011367299704229182,297.3889549454628,-0.0002756460018735701,107.07417057172378,37.11426805712352,26.28001421567701,24.182224341920122,83.5822385801618,91.4491503156512,67.8176869861918,37.89500554730357
103.91874767035839,151.34163110975263,69.53081240890195,136.72088537633473,21.868326221950525,5.636044268816737,23.360826087513047,7.877191914889398,196.83437129097678,-0.0011356447506587258,296.6501180949352,-0.0002753939124661688,107.03239082383148,37.114189306995684,26.275957554489374,24.18336029690382,83.53241727395029,91.41576175506053,67.67238773639379,36.94055448348509
103.75966427626653,151.53719083240568,69.32597302942126,137.01712631042713,21.90743816648114,5.650856315521357,23.3806757026537,7.885676599867745,194.26621541464556,-0.0011345666159594814,295.80649222612226,-0.00027514246699833565,106.99063597999523,37.1141103797278,26.27190962623259,24.18452602473807,83.48262575405161,91.38496042670774,67.52601563739172,36.01351700131691
103.60227071411121,151.73014747089144,69.12199970772119,137.3124716724002,21.94602949417829,5.66562358362001,23.399483829500518,7.893338895667536,191.62861844744108,-0.001133495754072114,294.8591878468218,-0.0002748917358044256,106.94890602531515,37.11403124982844,26.267870494348614,24.185720454893733,83.432864032669,91.35674344977909,67.37859754888578,35.114109546150246
103.44666310846236,151.92043263117728,68.9189981226337,137.6068183690518,21.98408652623546,5.680340918452591,23.417252514020724,7.900182540632418,188.92367741612236,-0.0011324323471669122,293.80939071318676,-0.00027464178843169705,106.90720094488563,37.113951891739326,26.263840220654547,24.186942510109514,83.38313212202013,91.33109675470051,67.23016086655595,34.24252834897811
103.292935667781,152.1079800211364,68.71707271082037,137.9000645292255,22.02159600422728,5.695003226461274,23.433984297608934,7.906211868606895,186.1534993864452,-0.001131376571809428,292.6583578385295,-0.00027439269359070005,106.86552072379301,37.11387228010361,26.259818865311498,24.188191107201217,83.33343003440261,91.30801102186463,67.08073349938391,33.39894988373986
103.14118065651093,152.29272545928805,68.51632660146865,138.19210957287802,22.05854509185761,5.709605478643901,23.44968219697925,7.911431786090541,183.32019855205473,-0.0011303285989372328,291.4074139868681,-0.0002741445191088384,106.82386534711931,37.11379238972812,26.25580648679495,24.18946515779817,83.28375778214969,91.28747810636422,66.93034384508952,32.583531232002954
102.99148836997549,152.47460688146384,68.31686156835912,138.48285427701472,22.09492137629277,5.724142713850736,23.46434968416866,7.915847750763899,180.4258933938918,-0.0011292885938421202,290.0579483702513,-0.0002738973318860329,106.7822347999402,37.113712195403465,26.25180314186561,24.190763569052,83.23411537752419,91.26947839843506,66.7790207646145,31.796410423353294
102.84394711263342,152.65356434258513,68.1187779410954,138.7722008386748,22.130712868517026,5.73861004193374,23.477990666842647,7.919465744298995,177.47270401067712,-0.0011282567161653358,288.61141060373,-0.00027365119785237324,106.74062906732347,37.113631672161745,26.247808885542593,24.1920852444012,83.18450283278324,91.25399624366304,66.62679355941745,31.037706939249333
102.69864317958016,152.82954001707043,67.92217454690979,139.06005293324645,22.16590800341409,5.753002646662323,23.490609468934423,7.9222922482308045,174.46274953088283,-0.001127233119896542,287.06930709959835,-0.00027340618192890864,106.69904813433239,37.113550795275465,26.24382377107815,24.193429084264505,83.1349201601513,91.24101884219422,66.47369194724628,30.307522125508296
102.55566084062434,153.00247819779952,67.72714867681982,139.34631576931918,22.200495639559904,5.767315788465959,23.50221081153197,7.924334222273454,171.39814559678712,-0.0011262179533765447,285.43319781068936,-0.0002731623479907516,106.65749198602354,37.1134695400473,26.2398478499329,24.19479398669161,83.08536737170505,91.23052183371448,66.31974603665397,29.605939550611627
102.41508232753974,153.17232529015723,67.53379600938146,139.6308961407433,22.234465058031446,5.7815448070371644,23.51279979420761,7.925599076870144,168.28100203935003,-0.0011252113593131963,283.7046922234913,-0.00027291975883207703,106.61596060744792,37.11338788205214,26.23588117175345,24.19617884807764,83.03584447943828,91.22248383806372,66.16498630453083,28.933025540658516
