P_LV,P_RV,V_LV,V_RV
102.49430738441295,20.74798315487381,157.12516877113038,151.03066352031277
104.78452410407338,21.194397023812616,156.9342981755264,151.0306633798728
106.83951966280512,21.645768059514214,156.4709383708346,151.03066322700434
108.68482243587647,22.101984889987772,155.78131821429028,151.0306630615804
110.34368116199089,22.562934947600635,154.9055343517838,151.0306628834774
111.83718409591756,23.0285044968146,153.87823761583059,151.0306626925749
113.18437957764729,23.49857866226842,152.72925419705078,151.030662488756
114.40240230407035,23.973041457142674,151.48415167676364,151.03066227190712
115.50660284669478,24.451775811738592,150.16475248791951,151.03066204191816
116.51067675542252,24.93466360239069,148.78959627370267,151.0306617986825
117.42679345221158,25.421585680599396,147.3743562359719,151.03066154209768
118.26572758471357,25.912266235533806,145.93221625667482,151.02989814493026
119.03697823034277,26.398048922400733,144.47419991192015,150.98735588925732
119.7488894577421,26.873643465764886,143.00946791368503,150.88095515212606
120.4087653261656,27.338566533039117,141.54558128046918,150.71255001077841
121.0229760722852,27.79237122204415,140.08873113439645,150.48407632118438
121.5970581443019,28.234641546836833,138.64394077544634,150.19751465868364
122.13580848214717,28.66499294018215,137.2152432304094,149.85488360621036
122.64337212289315,29.083072955880517,135.8058361253376,149.45823468049502
123.1233174381168,29.48856191355766,134.4182119925945,149.0096476300915
123.57871144288913,29.881173373508354,133.05427586779066,148.51122561118933
124.01218627360984,30.26065451749438,131.71544497010757,147.96509058209327
124.42598847518461,30.626786361970574,130.40272645356978,147.37337861004795
124.82204543929431,30.979383819935908,129.1167996536231,146.73823517750168
125.20199886862221,31.318295658882853,127.85806771253947,146.06181068531887
125.56724883213253,31.643404270003675,126.6267114528874,145.3462558155207
125.91899551923666,31.954625339612953,125.4227365738816,144.59371712199518
126.2582616776546,32.25190737816379,124.24600376317665,143.80633266612452
126.58592206640601,32.53523111551485,123.09626048529664,142.98622773114514
126.90273255602818,32.80460878510936,121.97316955578277,142.13551069331436
127.209341255803,33.06008330137547,120.87632388796183,141.2562690532407
127.5063066806705,33.30172731447115,119.8052641719955,140.35056555794446
127.79412077853605,33.52964217537353,118.75949783315701,139.42043452024149
128.07321152126437,33.743956819040825,117.7385041496588,138.46787834205057
128.34395203130893,33.94482654855874,116.74174269629711,137.49486416433334
128.6066801812125,34.13243175230863,115.76866701478767,136.50332073546073
128.8616968123194,34.306976564457116,114.81872496077555,135.49513550866658
129.10926770484156,34.4686874562496,113.89136107856471,134.47215190333
129.34964075602525,34.61781178302331,112.98602708495957,133.4361667901526
129.58304350881636,34.75461630067033,112.10218079573573,132.38892821826022
129.8096792167958,34.87938564404221,111.2392843283185,131.33213333378745
130.0297418158044,34.99242078406807,110.39681236648795,130.26742651870944
130.24341558806842,35.094037479354775,109.57425177457239,129.19639777166157
130.45086627184602,35.18456471935519,108.77109683402789,128.12058129512047
130.65225350276543,35.26434316915944,107.98685560399865,127.04145429378447
130.84773455846556,35.333723631038204,107.22105141953477,125.96043600355969
